dt=0.00625sec, 4878samples
Time(Sec)             X_ref_pos(i)          X_enc_pos(i)          X_pos_err(i)          X_vel_ff(f)           X_vel_fbf(f)          X_ref_acc(f)          X_command(f)          X_curr_abs(f)         
2.812500              119992                119997                -5                    -3515.73              -1261.53              -1.08e+006            5.86938               0.0877907             
2.818750              119942                119994                -52                   -13505.7              -1500.15              -2.16e+006            3.94211               0.0221912             
2.825000              119804                119981                -177                  -31640.7              -4599.88              -3.33e+006            0.327581              0.0142692             
2.831250              119534                119948                -414                  -55130.7              -9258.36              -4.41e+006            -5.19692              0.00126687            
2.837500              119090                121044                -1954                 -87890.7              1.68388e+006          -5.58e+006            -244.698              0.0951256             
2.843750              118426                120406                -1980                 -124881               -113261               -6.66e+006            -19.0464              0.356994              
2.850000              117498                119472                -1974                 -172266               -178777               -7.83e+006            -18.3049              0.346459              
2.856250              116264                118232                -1968                 -222756               -235738               -8.91e+006            -19.3582              0.409138              
2.862500              114678                116628                -1950                 -284766               -271582               -1.008e+007           -24.7593              0.708572              
2.868750              112698                114556                -1858                 -348756               -378106               -1.11601e+007         -19.8403              0.437532              
2.875000              110278                112051                -1773                 -425391               -438114               -1.233e+007           -22.9397              0.509472              
2.881250              107375                109077                -1702                 -502881               -501236               -1.34101e+007         -26.3276              0.873308              
2.887500              103946                105562                -1616                 -594141               -569508               -1.45801e+007         -30.0377              0.891744              
2.893750              99956                 101454                -1498                 -679727               -736883               -1.37763e+007         -19.8264              0.911378              
2.900000              95432                 96813                 -1381                 -765163               -789758               -1.26021e+007         -24.3294              1.02937               
2.906250              90417                 90424                 -7                    -837253               -2.94857e+006         -1.15181e+007         268.283               0.0678927             
2.912500              84961                 85243                 -282                  -904493               -836007               -9.26313e+006         -27.1417              0.322776              
2.918750              79147                 79614                 -467                  -953036               -958624               -7.09825e+006         -19.8325              0.717426              
2.925000              73061                 73580                 -519                  -990964               -1.01872e+006         -4.75225e+006         -17.4562              0.825297              
2.931250              66793                 67212                 -419                  -1.01244e+006         -1.01906e+006         -2.58563e+006         -19.1514              0.331458              
2.937500              60430                 60572                 -142                  -1.02102e+006         -1.0949e+006          -237250               -7.75297              0.253148              
2.943750              54060                 53895                 165                   -1.0154e+006          -1.04068e+006         1.93175e+006          -10.4593              0.0667579             
2.950000              47772                 47213                 559                   -994608               -1.08843e+006         4.28475e+006          2.90182               0.00178754            
2.956250              41653                 40761                 892                   -961827               -986265               6.46175e+006          -1.86961              0.000413261           
2.962500              35794                 34585                 1209                  -911543               -922712               8.8315e+006           0.507263              0.0358803             
2.968750              30282                 28841                 1441                  -851256               -857569               1.116e+007            3.64465               0.083361              
2.975000              25202                 23586                 1616                  -774621               -809858               1.233e+007            10.1991               0.0149872             
2.981250              20604                 20017                 587                   -697131               -724827               1.341e+007            -2.37339              0.0149826             
2.987500              16534                 14333                 2201                  -605871               -1.14867e+006         1.458e+007            101.427               2.68918               
2.993750              13023                 12056                 967                   -520284               -584245               1.37761e+007          7.38884               1.04154               
3.000000              10048                 8867                  1181                  -434848               -479480               1.26021e+007          12.8408               0.124747              
3.006250              7563                  6337                  1226                  -362758               -345516               1.15181e+007          6.04188               0.0593867             
3.012500              5526                  4392                  1134                  -292003               -298021               1.03431e+007          8.83235               0.0147792             
3.018750              3890                  2953                  937                   -233469               -197001               9.25828e+006          2.1997                0.0305713             
3.025000              2614                  1942                  672                   -177407               -143811               8.08222e+006          0.508447              0.00126687            
3.031250              1652                  1267                  385                   -132445               -92411.5              6.99556e+006          -2.92464              0.0205883             
3.037500              960                   749                   211                   -91096.4              -68955.6              5.81722e+006          -1.76245              0.0236589             
3.043750              494                   449                   45                    -59731.7              -34655.8              4.72821e+006          -3.74404              0.0101781             
3.050000              209                   298                   -89                   -33137.8              -16781.7              3.54507e+006          -3.88973              0.000413261           
3.056250              62                    250                   -188                  -15428.4              -2178.82              2.44827e+006          -4.55485              0.0330703             
3.062500              7                     254                   -247                  -3703.05              1361.03               1.24852e+006          -4.20214              0.0576695             
3.068750              0                     253                   -253                  0                     -12.2682              0                     -3.73421              0.0221912             
3.075000              0                     256                   -256                  0                     855.862               0                     -4.1468               0.0050251             
3.081250              0                     251                   -251                  0                     629.758               0                     -4.29591              0.0628226             
3.087500              0                     251                   -251                  0                     -3201.91              0                     -4.04587              0.0017354             
3.093750              0                     252                   -252                  0                     -132.382              0                     -4.71293              0.0761581             
3.100000              0                     249                   -249                  0                     -461.061              0                     -4.88154              0.111813              
3.106250              0                     249                   -249                  0                     894.453               0                     -5.29673              0.0273081             
3.112500              0                     248                   -248                  0                     1014.06               0                     -5.55369              0.0102303             
3.118750              0                     246                   -246                  0                     -1400.2               0                     -5.4593               0.0101781             
3.125000              0                     244                   -244                  0                     133.643               0                     -5.88704              0.0484775             
3.131250              0                     240                   -240                  0                     -1977.65              0                     -5.79123              0.0165493             
3.137500              0                     235                   -235                  0                     -2876.2               0                     -5.8422               0.0812591             
3.143750              0                     232                   -232                  0                     -723.459              0                     -6.35362              0.0608031             
3.150000              0                     223                   -223                  0                     -1051.72              0                     -6.41161              0.0258457             
3.156250              0                     217                   -217                  0                     -4417.26              0                     -6.14048              0.145553              
3.162500              0                     206                   -206                  0                     -3223.5               0                     -6.39228              0.0944903             
3.168750              0                     199                   -199                  0                     -3339.77              0                     -6.49797              0.133331              
3.175000              0                     190                   -190                  0                     -1473.07              0                     -6.83614              0.117523              
3.181250              0                     179                   -179                  0                     -2570.51              0                     -6.78097              0.122119              
3.187500              0                     169                   -169                  0                     -127.519              0                     -7.15201              0.0807543             
3.193750              0                     161                   -161                  0                     -3084.99              0                     -6.85705              0.0474154             
3.200000              0                     152                   -152                  0                     -2319.94              0                     -7.00793              0.0268914             
3.206250              0                     143                   -143                  0                     -2355.78              0                     -7.05989              0.0566599             
3.212500              0                     137                   -137                  0                     -326.015              0                     -7.42477              0.127168              
3.218750              0                     130                   -130                  0                     -1980.91              0                     -7.24979              0.121911              
3.225000              0                     122                   -122                  0                     -1502.06              0                     -7.35893              0.145553              
3.231250              0                     113                   -113                  0                     -951.852              0                     -7.46151              0.0227642             
3.237500              0                     102                   -102                  0                     215.59                0                     -7.57452              0.0411484             
3.243750              0                     92                    -92                   0                     1182.83               0                     -7.70141              0.0144257             
3.250000              0                     77                    -77                   0                     -1624.06              0                     -7.24129              0.0628226             
3.256250              0                     64                    -64                   0                     -1771.8               0                     -7.17785              0.00714883            
3.262500              0                     52                    -52                   0                     -1225.46              0                     -7.17813              0.102725              
3.268750              0                     46                    -46                   0                     -83.3116              0                     -7.33105              0.191409              
3.275000              0                     43                    -43                   0                     -1966.69              0                     -7.11493              0.0252887             
3.281250              0                     35                    -35                   0                     -255.974              0                     -7.2846               0.0643894             
3.287500              0                     32                    -32                   0                     1319.98               0                     -7.48544              0.0576695             
3.293750              0                     31                    -31                   0                     1209.73               0                     -7.5166               0.0391812             
3.300000              0                     27                    -27                   0                     -1801.82              0                     -7.083                0.0397381             
3.306250              0                     24                    -24                   0                     -2990.34              0                     -6.94236              0.0761581             
3.312500              0                     22                    -22                   0                     -1334.36              0                     -7.16164              0.0474154             
3.318750              0                     19                    -19                   0                     212.605               0                     -7.33978              0.0299367             
3.325000              0                     19                    -19                   0                     2874.3                0                     -7.71289              0.0389205             
3.331250              0                     14                    -14                   0                     830.949               0                     -7.40605              0.0582266             
3.337500              0                     9                     -9                    0                     -1395.85              0                     -7.06229              0.0608031             
3.343750              0                     8                     -8                    0                     -973.072              0                     -7.13272              0.117523              
3.350000              0                     5                     -5                    0                     -3.93467              0                     -7.23243              0.0205883             
3.356250              0                     2                     -2                    0                     -394.203              0                     -7.15057              0.0382233             
3.362500              0                     1                     -1                    0                     1011.94               0                     -7.32974              0.0805457             
3.368750              0                     0                     0                     0                     -74.5921              0                     -7.16793              0.0413048             
3.375000              0                     0                     0                     0                     -2882.9               0                     -6.80738              0.143533              
3.381250              0                     -4                    4                     0                     542.578               0                     -7.21695              0.0438813             
3.387500              0                     -5                    5                     0                     -676.658              0                     -7.02954              0.0134157             
3.393750              0                     -6                    6                     0                     1499.83               0                     -7.31722              0.0413048             
3.400000              0                     -9                    9                     0                     -1544.02              0                     -6.87373              0.00234445            
3.406250              0                     -10                   10                    0                     207.074               0                     -7.084                0.0689333             
3.412500              0                     -10                   10                    0                     -576.103              0                     -6.97816              0.0252887             
3.418750              0                     -13                   13                    0                     185.342               0                     -7.0247               0.0935328             
3.425000              0                     -13                   13                    0                     -1003.14              0                     -6.86149              0.0577216             
3.431250              0                     -14                   14                    0                     1158.26               0                     -7.1342               0.0326014             
3.437500              0                     -15                   15                    0                     -1040.23              0                     -6.81253              0.0252887             
3.443750              0                     -16                   16                    0                     -2966.37              0                     -6.54472              0.097624              
3.450000              0                     -19                   19                    0                     -226.716              0                     -6.83121              0.0193702             
3.456250              0                     -18                   18                    0                     332.972               0                     -6.90183              0.0689856             
3.462500              0                     -18                   18                    0                     1371.67               0                     -7.02126              0.0745913             
3.468750              0                     -21                   21                    0                     2742.8                0                     -7.1448               0.0227642             
3.475000              0                     -22                   22                    0                     -1380.22              0                     -6.58298              0.150149              
3.481250              0                     -22                   22                    0                     137.041               0                     -6.77768              0.0274124             
3.487500              0                     -24                   24                    0                     221.444               0                     -6.72293              0.0397381             
3.493750              0                     -24                   24                    0                     2084.69               0                     -6.94328              0.0274124             
3.500000              0                     -24                   24                    0                     1421.44               0                     -6.83977              0.133227              
3.506250              0                     -25                   25                    0                     -2243.02              0                     -6.30968              0.0608031             
3.512500              0                     -24                   24                    0                     -1781.05              0                     -6.37673              0.022712              
3.518750              0                     -25                   25                    0                     -902.741              0                     -6.45224              0.107321              
3.525000              0                     -24                   24                    0                     -937.868              0                     -6.44218              0.0474157             
3.531250              0                     -25                   25                    0                     -1595.73              0                     -6.31139              0.0250802             
3.537500              0                     -26                   26                    0                     1506.24               0                     -6.67165              0.0689854             
3.543750              0                     -24                   24                    0                     1510.48               0                     -6.6823               0.0148785             
3.550000              0                     -26                   26                    0                     2518.85               0                     -6.74439              0.111917              
3.556250              0                     -25                   25                    0                     -527.22               0                     -6.35136              0.0382233             
3.562500              0                     -23                   23                    0                     1525.04               0                     -6.62696              0.111917              
3.568750              0                     -26                   26                    0                     -2247.62              0                     -6.06693              0.0473637             
3.575000              0                     -25                   25                    0                     -440.958              0                     -6.30087              0.0250802             
3.581250              0                     -25                   25                    0                     -768.596              0                     -6.22629              0.149644              
3.587500              0                     -27                   27                    0                     13.9207               0                     -6.27175              0.102725              
3.593750              0                     -24                   24                    0                     1681.58               0                     -6.49317              0.0935328             
3.600000              0                     -25                   25                    0                     165.116               0                     -6.27605              0.0438813             
3.606250              0                     -26                   26                    0                     -235.489              0                     -6.18629              0.12722               
3.612500              0                     -23                   23                    0                     -971.057              0                     -6.11271              0.167872              
3.618750              0                     -26                   26                    0                     -390.197              0                     -6.11534              0.0113442             
3.625000              0                     -23                   23                    0                     -92.8212              0                     -6.16515              0.0577216             
3.631250              0                     -25                   25                    0                     -746.695              0                     -6.02471              0.068777              
3.637500              0                     -25                   25                    0                     1079.56               0                     -6.23659              0.0438813             
3.643750              0                     -23                   23                    0                     172.914               0                     -6.13131              0.107321              
3.650000              0                     -28                   28                    0                     692.889               0                     -6.09519              0.0535262             
3.656250              0                     -25                   25                    0                     432.33                0                     -6.07654              0.0423145             
3.662500              0                     -25                   25                    0                     385.265               0                     -6.05444              0.133331              
3.668750              0                     -26                   26                    0                     -1723.35              0                     -5.72516              0.0812591             
3.675000              0                     -24                   24                    0                     -2472.91              0                     -5.63663              0.0423145             
3.681250              0                     -24                   24                    0                     -234.328              0                     -5.92513              0.0689333             
3.687500              0                     -25                   25                    0                     2263.6                0                     -6.19265              0.00704479            
3.693750              0                     -24                   24                    0                     -366.923              0                     -5.84269              0.0944903             
3.700000              0                     -25                   25                    0                     -1.36769              0                     -5.85104              0.0423145             
3.706250              0                     -24                   24                    0                     474.86                0                     -5.90745              0.00709669            
3.712500              0                     -22                   22                    0                     539.117               0                     -5.92007              0.0482689             
3.718750              0                     -26                   26                    0                     -114.734              0                     -5.73825              0.0329139             
3.725000              0                     -22                   22                    0                     -234.665              0                     -5.78167              0.0689854             
3.731250              0                     -23                   23                    0                     -879.751              0                     -5.66034              0.0505491             
3.737500              0                     -24                   24                    0                     -1747.8               0                     -5.50337              0.0563992             
3.743750              0                     -25                   25                    0                     -1790.62              0                     -5.44559              0.0655393             
3.750000              0                     -24                   24                    0                     396.528               0                     -5.73092              0.0689856             
3.756250              0                     -25                   25                    0                     305.838               0                     -5.68581              0.0205883             
3.762500              0                     -22                   22                    0                     1547.48               0                     -5.88019              0.0474154             
3.768750              0                     -23                   23                    0                     1.50386               0                     -5.62207              0.0102303             
3.775000              0                     -22                   22                    0                     175.888               0                     -5.6431               0.00662803            
3.781250              0                     -23                   23                    0                     1120.82               0                     -5.73322              0.0935328             
3.787500              0                     -25                   25                    0                     -1298.42              0                     -5.34389              0.0351419             
3.793750              0                     -22                   22                    0                     -65.8651              0                     -5.55279              0.0843406             
3.800000              0                     -23                   23                    0                     -1145.88              0                     -5.36446              0.0745913             
3.806250              0                     -23                   23                    0                     798.444               0                     -5.58013              0.0760542             
3.812500              0                     -21                   21                    0                     2525.84               0                     -5.82912              0.0563992             
3.818750              0                     -24                   24                    0                     753.144               0                     -5.52354              0.0720669             
3.825000              0                     -22                   22                    0                     -1186.51              0                     -5.28519              0.0318                
3.831250              0                     -21                   21                    0                     1721.38               0                     -5.65289              0.0391812             
3.837500              0                     -22                   22                    0                     817.147               0                     -5.49358              0.0382233             
3.843750              0                     -21                   21                    0                     -727.411              0                     -5.27564              0.0484775             
3.850000              0                     -22                   22                    0                     -6.15365              0                     -5.34323              0.0381712             
3.856250              0                     -22                   22                    0                     934.505               0                     -5.43986              0.0196308             
3.862500              0                     -21                   21                    0                     1801.66               0                     -5.54902              0.0689856             
3.868750              0                     -22                   22                    0                     245.855               0                     -5.30642              0.0318                
3.875000              0                     -22                   22                    0                     -516.477              0                     -5.20155              0.0144257             
3.881250              0                     -21                   21                    0                     1294.16               0                     -5.42315              0.00709669            
3.887500              0                     -22                   22                    0                     -280.587              0                     -5.17877              0.00767418            
3.893750              0                     -20                   20                    0                     -543.843              0                     -5.14378              0.00224042            
3.900000              0                     -21                   21                    0                     1908.96               0                     -5.44435              0.00234445            
3.906250              0                     -22                   22                    0                     -1542.06              0                     -4.93928              0.0258457             
3.912500              0                     -19                   19                    0                     3364.32               0                     -5.60759              0.0689333             
3.918750              0                     -21                   21                    0                     -990.975              0                     -4.99432              0.0935328             
3.925000              0                     -20                   20                    0                     -87.9974              0                     -5.10744              0.0252887             
3.931250              0                     -20                   20                    0                     97.8322               0                     -5.10812              0.00688837            
3.937500              0                     -21                   21                    0                     979.515               0                     -5.18754              0.0608031             
3.943750              0                     -20                   20                    0                     -74.3831              0                     -5.04203              0.0148783             
3.950000              0                     -21                   21                    0                     -384.148              0                     -4.97883              0.0050251             
3.956250              0                     -21                   21                    0                     15.9612               0                     -4.99007              0.0258457             
3.962500              0                     -20                   20                    0                     -374.217              0                     -4.95625              0.0505491             
3.968750              0                     -22                   22                    0                     274.807               0                     -4.98387              0.0320085             
3.975000              0                     -20                   20                    0                     -233.002              0                     -4.91388              0.0142692             
3.981250              0                     -20                   20                    0                     936.113               0                     -5.06318              0.0505491             
3.987500              0                     -21                   21                    0                     -341.124              0                     -4.84588              0.0381712             
3.993750              0                     -19                   19                    0                     -495.64               0                     -4.83902              0.0566599             
4.000000              0                     -20                   20                    0                     780.367               0                     -4.96644              0.00704479            
4.006250              0                     -21                   21                    0                     479.405               0                     -4.8984               0.00767418            
4.012500              0                     -19                   19                    0                     2396.84               0                     -5.1531               0.0889366             
4.018750              0                     -20                   20                    0                     2165.52               0                     -5.08608              0.0812591             
4.025000              0                     -20                   20                    0                     -53.865               0                     -4.78016              0.0689854             
4.031250              0                     -19                   19                    0                     1794.29               0                     -5.02519              0.0350377             
4.037500              0                     -21                   21                    0                     -1456.33              0                     -4.5325               0.0438813             
4.043750              0                     -20                   20                    0                     606.473               0                     -4.81521              0.00648763            
4.050000              0                     -20                   20                    0                     -163.847              0                     -4.69574              0.0395296             
4.056250              0                     -21                   21                    0                     -256.99               0                     -4.65012              0.0111881             
4.062500              0                     -19                   19                    0                     951.577               0                     -4.80905              0.00709669            
4.068750              0                     -21                   21                    45                    -577.389              90000                 -4.55774              0.00234445            
4.075000              11                    -19                   30                    4730.73               -550.316              1.26e+006             -3.78054              0.0563992             
4.081250              72                    -14                   86                    15800.7               3201.83               2.34e+006             -2.0365               0.0101781             
4.087500              228                   1                     227                   35105.7               3657.2                3.50999e+006          2.31791               0.0299888             
4.093750              523                   39                    484                   59675.7               11105                 4.59e+006             7.87086               0.0982477             
4.100000              1000                  -1046                 2046                  93605.7               -1.94157e+006         5.75998e+006          283.898               0.180774              
4.106250              1703                  -372                  2075                  131676                137061                6.84003e+006          19.4541               0.415502              
4.112500              2676                  554                   2122                  180231                164306                8.01003e+006          25.0221               0.685433              
4.118750              3964                  1800                  2164                  231801                219942                9.09e+006             27.102                0.745708              
4.125000              5610                  3468                  2142                  294981                312067                1.026e+007            24.8635               0.618995              
4.131250              7658                  5508                  2150                  360051                366253                1.13399e+007          28.8818               1.17982               
4.137500              10152                 8050                  2102                  437856                463107                1.251e+007            27.9885               1.36454               
4.143750              13136                 11079                 2057                  516426                503522                1.35899e+007          34.2504               1.22964               
4.150000              16654                 14656                 1998                  608815                603031                1.46791e+007          34.7076               0.92674               
4.156250              20732                 18812                 1920                  693368                699402                1.35955e+007          34.7654               1.87076               
4.162500              25338                 23536                 1802                  777630                761552                1.24215e+007          38.0771               1.14433               
4.168750              30427                 29842                 585                   848585                853424                1.12356e+007          22.852                0.948465              
4.175000              35946                 35151                 795                   913486                2.36443e+006          8.9025e+006           -171.337              0.120811              
4.181250              41810                 40868                 942                   959864                985956                6.73725e+006          27.4625               1.44716               
4.187500              47931                 47031                 900                   995445                1.03718e+006          4.39113e+006          25.3056               1.24398               
4.193750              54220                 53532                 688                   1.01475e+006          1.02988e+006          2.22438e+006          27.0691               0.853681              
4.200000              60590                 60253                 337                   1.02099e+006          1.09956e+006          -124250               15.3039               0.706596              
4.206250              66953                 67026                 -73                   1.0132e+006           1.08576e+006          -2.29388e+006         12.0755               0.407626              
4.212500              73220                 73677                 -457                  990051                1.03664e+006          -4.64738e+006         10.8873               0.066434              
