dt=0.00625sec, 4878samples
Time(Sec)             X_ref_pos(i)          X_enc_pos(i)          X_pos_err(i)          X_vel_ff(f)           X_vel_fbf(f)          X_ref_acc(f)          X_command(f)          X_curr_abs(f)         
13.550000             0                     -14                   14                    0                     -937.078              0                     -6.3683               0.0330703             
13.556250             0                     -21                   21                    0                     -309.284              0                     -6.30784              0.122119              
13.562500             0                     -20                   20                    0                     -83.5295              0                     -6.35039              0.0843406             
13.568750             0                     -18                   18                    0                     1101.48               0                     -6.51953              0.0350377             
13.575000             0                     -20                   20                    0                     17.3491               0                     -6.33088              0.0505491             
13.581250             0                     -19                   19                    0                     1565.05               0                     -6.52297              0.0576695             
13.587500             0                     -18                   18                    0                     624.705               0                     -6.40304              0.103735              
13.593750             0                     -21                   21                    0                     -420.663              0                     -6.18941              0.102621              
13.600000             0                     -18                   18                    0                     -1316.03              0                     -6.10964              0.0227642             
13.606250             0                     -21                   21                    0                     712.912               0                     -6.31763              0.0935328             
13.612500             0                     -20                   20                    0                     2275.55               0                     -6.50884              0.0628226             
13.618750             0                     -18                   18                    0                     1712.83               0                     -6.45348              0.0761581             
13.625000             0                     -23                   23                    0                     -1131.06              0                     -5.97301              0.0474676             
13.631250             0                     -20                   20                    0                     -400.529              0                     -6.08785              1.25261e-005          
13.637500             0                     -20                   20                    0                     112.868               0                     -6.15072              0.0945425             
13.643750             0                     -21                   21                    0                     -2946.69              0                     -5.70518              0.0719105             
13.650000             0                     -19                   19                    0                     299.39                0                     -6.15111              0.0111881             
13.656250             0                     -22                   22                    0                     1242.16               0                     -6.2104               0.0274124             
13.662500             0                     -19                   19                    0                     -1397.15              0                     -5.8737               0.0643894             
13.668750             0                     -19                   19                    0                     -976.999              0                     -5.91878              0.0503926             
13.675000             0                     -21                   21                    0                     -1743.56              0                     -5.76546              0.0100739             
13.681250             0                     -18                   18                    0                     1086.83               0                     -6.16315              0.043777              
13.687500             0                     -20                   20                    0                     1504.86               0                     -6.16207              0.117523              
13.693750             0                     -21                   21                    0                     2635.5                0                     -6.2747               0.0935328             
13.700000             0                     -19                   19                    0                     309.792               0                     -5.99425              0.0761581             
13.706250             0                     -20                   20                    0                     3149.85               0                     -6.33929              0.0149826             
13.712500             0                     -20                   20                    0                     -2226.55              0                     -5.59921              0.0256892             
13.718750             0                     -19                   19                    0                     2215.77               0                     -6.19881              0.0142692             
13.725000             0                     -19                   19                    0                     1620.47               0                     -6.09173              0.0689856             
13.731250             0                     -20                   20                    0                     -283.685              0                     -5.79543              0.0520636             
13.737500             0                     -19                   19                    0                     2748.81               0                     -6.19347              0.086953              
13.743750             0                     -21                   21                    0                     813.362               0                     -5.87323              0.0505491             
13.750000             0                     -18                   18                    0                     1992.47               0                     -6.06434              0.00486904            
13.756250             0                     -20                   20                    0                     513.963               0                     -5.81669              0.0843406             
13.762500             0                     -21                   21                    0                     -403.523              0                     -5.65908              0.0745913             
13.768750             0                     -18                   18                    0                     354.307               0                     -5.79697              0.00688837            
13.775000             0                     -20                   20                    0                     681.362               0                     -5.77484              0.0195787             
13.781250             0                     -19                   19                    0                     600.768               0                     -5.76478              0.0389205             
13.787500             0                     -19                   19                    0                     751.101               0                     -5.77356              0.022712              
13.793750             0                     -20                   20                    0                     -168.04               0                     -5.6046               0.0273081             
13.800000             0                     -18                   18                    0                     -434.518              0                     -5.58206              0.0196308             
13.806250             0                     -20                   20                    0                     215.22                0                     -5.61601              0.0689856             
13.812500             0                     -19                   19                    0                     -961.113              0                     -5.47375              0.0720669             
13.818750             0                     -18                   18                    0                     -62.2616              0                     -5.5848               0.0395296             
13.825000             0                     -19                   19                    0                     -245.115              0                     -5.52521              0.0474154             
13.831250             0                     -20                   20                    0                     -2702.69              0                     -5.15845              0.0258455             
13.837500             0                     -16                   16                    0                     1504.66               0                     -5.77329              0.0812591             
13.843750             0                     -19                   19                    0                     -291.844              0                     -5.45807              0.0205883             
13.850000             0                     -17                   17                    0                     -1558.94              0                     -5.30448              0.0205883             
13.856250             0                     -20                   20                    0                     -1652.88              0                     -5.24047              0.0206926             
13.862500             0                     -18                   18                    0                     -870.03               0                     -5.33809              0.111917              
13.868750             0                     -18                   18                    0                     574.112               0                     -5.52285              0.0258457             
13.875000             0                     -20                   20                    0                     -2077.19              0                     -5.1181               0.0268914             
13.881250             0                     -19                   19                    0                     -1072.19              0                     -5.2629               0.00648763            
13.887500             0                     -18                   18                    0                     -2230.01              0                     -5.11029              0.0258455             
13.893750             0                     -21                   21                    0                     -976.122              0                     -5.18952              0.0474676             
13.900000             0                     -16                   16                    0                     2105.61               0                     -5.64746              0.102621              
13.906250             0                     -19                   19                    0                     2003.25               0                     -5.58853              0.0299367             
13.912500             0                     -19                   19                    0                     -2883.47              0                     -4.91695              0.0761581             
13.918750             0                     -17                   17                    0                     576.027               0                     -5.38283              0.00339048            
13.925000             0                     -18                   18                    0                     363.929               0                     -5.32188              0.0350377             
13.931250             0                     -17                   17                    0                     -893.639              0                     -5.15005              0.122119              
13.937500             0                     -17                   17                    0                     -87.8629              0                     -5.25631              0.0761581             
13.943750             0                     -19                   19                    0                     724.21                0                     -5.29545              0.0807543             
13.950000             0                     -17                   17                    0                     -1854.34              0                     -4.97958              0.0474154             
13.956250             0                     -18                   18                    0                     996.995               0                     -5.31622              0.00704479            
13.962500             0                     -18                   18                    0                     -792.035              0                     -5.05381              0.0689856             
13.968750             0                     -16                   16                    0                     1014.62               0                     -5.32108              0.000413261           
13.975000             0                     -19                   19                    0                     2236.34               0                     -5.42469              0.022712              
13.981250             0                     -17                   17                    0                     233.833               0                     -5.15591              0.0628226             
13.987500             0                     -17                   17                    0                     -1322.55              0                     -4.94896              0.0413048             
13.993750             0                     -18                   18                    0                     -1903.58              0                     -4.82539              0.0642851             
14.000000             0                     -16                   16                    0                     -1100.57              0                     -4.95262              0.0318                
14.006250             0                     -18                   18                    0                     -321.27               0                     -5.00602              0.0761581             
14.012500             0                     -17                   17                    0                     -175.792              0                     -5.01165              0.0102303             
14.018750             0                     -16                   16                    0                     -161.125              0                     -5.02852              0.0164971             
14.025000             0                     -18                   18                    0                     -831.3                0                     -4.88683              0.0904514             
14.031250             0                     -16                   16                    0                     -619.271              0                     -4.9287               0.0505491             
14.037500             0                     -17                   17                    0                     436.271               0                     -5.04351              0.00370308            
14.043750             0                     -17                   17                    0                     299.18                0                     -4.9959               0.00147507            
14.050000             0                     -16                   16                    0                     -179.491              0                     -4.92679              0.0134157             
14.056250             0                     -17                   17                    0                     899.112               0                     -5.04193              0.0503926             
14.062500             0                     -18                   18                    0                     -918.736              0                     -4.76538              0.12722               
14.068750             0                     -15                   15                    0                     -430.192              0                     -4.87362              0.0316958             
14.075000             0                     -18                   18                    0                     -1846.78              0                     -4.61471              0.0194743             
14.081250             0                     -17                   17                    0                     -1705.59              0                     -4.64999              0.0473637             
14.087500             0                     -17                   17                    0                     -597.071              0                     -4.77819              0.0474154             
14.093750             0                     -18                   18                    0                     -156.933              0                     -4.79678              0.0320085             
14.100000             0                     -16                   16                    0                     345.18                0                     -4.86514              0.0807543             
14.106250             0                     -17                   17                    0                     1921.15               0                     -5.04535              0.0689333             
14.112500             0                     -17                   17                    0                     -409.279              0                     -4.70773              0.0148785             
14.118750             0                     -16                   16                    0                     -383.877              0                     -4.73228              0.00709669            
14.125000             0                     -18                   18                    0                     -737.129              0                     -4.62998              0.0843406             
14.131250             0                     -16                   16                    0                     -540.514              0                     -4.66472              0.0196308             
14.137500             0                     -16                   16                    0                     757.499               0                     -4.82164              0.000673596           
14.143750             0                     -17                   17                    0                     -533.553              0                     -4.61691              0.0102823             
14.150000             0                     -16                   16                    0                     -893.258              0                     -4.56593              0.0164971             
14.156250             0                     -16                   16                    0                     446.07                0                     -4.73347              0.0250802             
14.162500             0                     -17                   17                    680.728               -894.347              450000                -4.4169               0.0505491             
14.168750             21                    -14                   35                    6890.73               2064.56               1.53e+006             -3.71232              0.0102823             
14.175000             105                   -8                    113                   20930.7               3421.49               2.7e+006              -0.99333              0.0257416             
14.181250             295                   13                    282                   40640.7               6833.59               3.77999e+006          3.35517               0.00440051            
14.187500             636                   65                    571                   69305.7               13917                 4.95e+006             9.93011               0.102948              
14.193750             1172                  -891                  2063                  102516                55319.4               6.03e+006             28.0366               0.317621              
14.200000             1946                  -101                  2047                  145806                146414                7.19997e+006          20.2351               0.474263              
14.206250             3003                  895                   2108                  192516                200999                8.28e+006             22.1326               0.650195              
14.212500             4387                  2258                  2129                  250431                261610                9.45e+006             23.9914               0.840211              
14.218750             6141                  3995                  2146                  310641                295427                1.05301e+007          29.9469               1.02332               
14.225000             8309                  6211                  2098                  383181                366502                1.17e+007             31.5422               0.81507               
14.231250             10936                 8860                  2076                  456891                432878                1.27801e+007          34.5677               1.4642                
14.237500             14065                 12057                 2008                  544056                568186                1.395e+007            29.41                 0.968995              
14.243750             17740                 15774                 1966                  630563                647086                1.44081e+007          31.9709               1.03503               
14.250000             21970                 21210                 760                   720108                394744                1.32344e+007          58.8979               2.73385               
14.256250             26716                 24474                 2242                  795991                977130                1.21504e+007          23.0665               0.197435              
14.262500             31933                 31140                 793                   870178                669764                1.05259e+007          40.6373               16.0185               
14.268750             37557                 36572                 985                   926298                874497                8.36125e+006          37.1225               1.23124               
14.275000             43502                 42513                 989                   972436                952106                6.0155e+006           33.6065               0.828332              
14.281250             49678                 48850                 828                   1.00149e+006          1.01294e+006          3.84938e+006          28.6229               1.08698               
14.287500             55999                 55441                 558                   1.0183e+006           1.08678e+006          1.50175e+006          18.5888               0.925375              
14.293750             62376                 62182                 194                   1.02026e+006          1.08096e+006          -666625               16.238                0.738128              
14.300000             68721                 68895                 -174                  1.0077e+006           1.0469e+006           -3.01763e+006         14.8459               0.0645706             
14.306250             74946                 75532                 -586                  982536                1.06601e+006          -5.19125e+006         4.70644               0.19045               
14.312500             80961                 81880                 -919                  940534                988937                -7.55263e+006         4.83258               0.0412779             
14.318750             86679                 87903                 -1224                 888083                936763                -9.75238e+006         0.69644               0.00605559            
14.325000             92009                 93463                 -1454                 816831                879459                -1.17e+007            -4.34291              0.0852919             
14.331250             96882                 98464                 -1582                 743121                794987                -1.278e+007           -5.85455              0.0682571             
14.337500             101253                101916                -663                  655956                207852                -1.395e+007           73.1935               0.924054              
14.343750             105079                107390                -2311                 569449                573792                -1.4408e+007          -11.9646              0.230594              
14.350000             108348                109610                -1262                 479904                492802                -1.32344e+007         -1.53873              0.077006              
14.356250             111102                112517                -1415                 404020                446980                -1.21504e+007         -8.27729              0.0256425             
14.362500             113385                114762                -1377                 329153                330512                -1.0976e+007          -3.45912              0.0206926             
14.368750             115240                116490                -1250                 266823                232550                -9.89125e+006         1.08962               0.00213614            
14.375000             116712                117749                -1037                 206644                166107                -8.71553e+006         3.20426               0.0206926             
14.381250             117844                118653                -809                  157880                128230                -7.62944e+006         3.13862               0.00955323            
14.387500             118682                119243                -561                  112409                76968.1               -6.45188e+006         5.9293                0.0800612             
14.393750             119269                119653                -384                  77233.6               52620.5               -5.36355e+006         5.61263               0.0313519             
14.400000             119650                119880                -230                  46502.2               21687.2               -4.1824e+006          6.90609               0.0798008             
14.406250             119869                119959                -90                   24959.3               3094.42               -3.08869e+006         7.73387               0.0583037             
14.412500             119970                119959                11                    9047.09               -2542.33              -1.89737e+006         7.29003               0.0733414             
14.418750             119998                119957                41                    1287.81               -1227.18              -777689               6.26866               0.0498719             
14.425000             120000                119954                46                    0                     -866.506              0                     6.10812               0.0800612             
14.431250             120000                119954                46                    0                     -1533.91              0                     6.22751               0.0134882             
14.437500             120000                119955                45                    0                     -1036.57              0                     6.20079               0.0219309             
14.443750             120000                119956                44                    0                     -606.879              0                     6.16494               0.0470508             
14.450000             120000                119953                47                    0                     -1803.15              0                     6.42947               0.051022              
14.456250             120000                119955                45                    0                     -1810.6               0                     6.42617               0.0263708             
14.462500             120000                119954                46                    0                     453.59                0                     6.19566               0.0682562             
14.468750             120000                119954                46                    0                     -467.94               0                     6.36378               0.0883682             
14.475000             120000                119956                44                    0                     -683.089              0                     6.40602               0.0576014             
14.481250             120000                119956                44                    0                     170.259               0                     6.34314               0.0868489             
14.487500             120000                119955                45                    0                     -1844.96              0                     6.6691                0.105238              
14.493750             120000                119958                42                    0                     1248.5                0                     6.24837               0.0761988             
14.500000             120000                119956                44                    0                     -127.06               0                     6.52007               0.0650391             
14.506250             120000                119957                43                    0                     -37.5438              0                     6.53147               0.0825699             
14.512500             120000                119958                42                    0                     -684.572              0                     6.6352                0.0678917             
14.518750             120000                119959                41                    0                     1384.1                0                     6.40397               0.0872701             
14.525000             120000                119958                42                    0                     -642.13               0                     6.73344               0.114634              
14.531250             120000                119958                42                    0                     345.199               0                     6.63493               0.0813204             
14.537500             120000                119960                40                    0                     -1347.27              0                     6.89679               0.0431521             
14.543750             120000                119960                40                    0                     890.201               0                     6.6306                0.051022              
14.550000             120000                119960                40                    0                     1370.72               0                     6.59282               0.0996999             
14.556250             120000                119961                39                    0                     281.305               0                     6.7677                0.0860157             
14.562500             120000                119961                39                    0                     1928.17               0                     6.60632               0.0645706             
14.568750             120000                119960                40                    0                     617.842               0                     6.82236               0.0745957             
14.575000             120000                119962                38                    0                     553.55                0                     6.83323               0.0704004             
14.581250             120000                119961                39                    0                     -633.596              0                     7.04939               0.0306545             
14.587500             120000                119962                38                    0                     672.501               0                     6.89878               0.0592407             
14.593750             120000                119961                39                    0                     -411.12               0                     7.09834               0.0134882             
14.600000             120000                119961                39                    0                     -536.641              0                     7.15086               0.0655393             
14.606250             120000                119962                38                    0                     358.536               0                     7.05321               0.0465822             
14.612500             120000                119962                38                    0                     -262.972              0                     7.17982               0.0246999             
14.618750             120000                119961                39                    0                     -1261.41              0                     7.36633               0.0290514             
14.625000             120000                119962                38                    0                     356.884               0                     7.17896               0.15339               
14.631250             120000                119961                39                    0                     -884.888              0                     7.39379               0.0522764             
14.637500             120000                119963                37                    0                     182.431               0                     7.26556               0.0915538             
14.643750             120000                119963                37                    0                     1923.73               0                     7.07813               0.0733414             
14.650000             120000                119962                38                    0                     1238.5                0                     7.21346               0.0457491             
14.656250             120000                119964                36                    0                     -995.737              0                     7.52265               0.0498719             
14.662500             120000                119965                35                    0                     2412.36               0                     7.09032               0.0463218             
14.668750             120000                119964                36                    0                     171.256               0                     7.44421               0.106279              
14.675000             120000                119966                34                    0                     -396.563              0                     7.53335               0.101547              
14.681250             120000                119965                35                    0                     -472.069              0                     7.57895               0.0968836             
14.687500             120000                119966                34                    0                     -1379.1               0                     7.72009               0.045593              
14.693750             120000                119964                36                    0                     -1317.79              0                     7.78389               0.0469151             
14.700000             120000                119968                32                    0                     -283.335              0                     7.62345               0.0676314             
14.706250             120000                119966                34                    0                     308.074               0                     7.61847               0.063717              
14.712500             120000                119968                32                    0                     1578.35               0                     7.45052               0.0565601             
14.718750             120000                119966                34                    0                     454.173               0                     7.64962               0.0860157             
14.725000             120000                119968                32                    0                     558.527               0                     7.64913               0.0457491             
14.731250             120000                119965                35                    0                     -2127.62              0                     8.0636                0.0711814             
14.737500             120000                119969                31                    0                     495.82                0                     7.69011               0.0306545             
14.743750             120000                119970                30                    0                     85.5421               0                     7.79482               0.0645706             
14.750000             120000                119971                29                    0                     1328.58               0                     7.63852               0.152349              
14.756250             120000                119971                29                    0                     295.664               0                     7.79889               0.0825699             
14.762500             120000                119972                28                    0                     -567.699              0                     7.92355               0.131352              
14.768750             120000                119971                29                    0                     -1805.84              0                     8.14004               0.127245              
14.775000             120000                119974                26                    0                     -111.373              0                     7.90323               0.127245              
14.781250             120000                119974                26                    0                     2883.95               0                     7.53567               0.122893              
14.787500             120000                119974                26                    0                     -0.971721             0                     7.94572               0.142949              
14.793750             120000                119976                24                    0                     627.721               0                     7.86682               0.155795              
14.800000             120000                119976                24                    0                     677.856               0                     7.8846                0.0925951             
14.806250             120000                119977                23                    0                     -1554.67              0                     8.184                 0.0426314             
14.812500             120000                119977                23                    0                     1580.43               0                     7.80392               0.0634518             
14.818750             120000                119977                23                    0                     873.845               0                     7.93151               0.155795              
14.825000             120000                119978                22                    0                     451.726               0                     7.9816                0.127245              
14.831250             120000                119976                24                    0                     1227.87               0                     7.92296               0.120973              
14.837500             120000                119980                20                    0                     365.766               0                     8.01843               0.193261              
14.843750             120000                119979                21                    0                     -205.959              0                     8.13222               0.0799208             
14.850000             120000                119980                20                    0                     -599.865              0                     8.18699               0.0872701             
14.856250             120000                119981                19                    0                     232.078               0                     8.08606               0.110719              
14.862500             120000                119982                18                    0                     715.785               0                     8.03544               0.115737              
14.868750             120000                119981                19                    0                     -719.481              0                     8.26037               0.168198              
14.875000             120000                119982                18                    0                     -152.897              0                     8.18365               0.0382799             
14.881250             120000                119983                17                    0                     375.822               0                     8.11371               0.0629312             
14.887500             120000                119983                17                    0                     1165.37               0                     8.03616               0.0376188             
14.893750             120000                119984                16                    0                     266.09                0                     8.15028               0.148065              
14.900000             120000                119984                16                    0                     -634.775              0                     8.28619               0.0616768             
14.906250             120000                119984                16                    0                     -153.965              0                     8.24949               0.101475              
14.912500             120000                119986                14                    0                     1218.8                0                     8.05058               0.0672149             
14.918750             120000                119985                15                    0                     689.763               0                     8.15502               0.0872701             
14.925000             120000                119986                14                    0                     -153.279              0                     8.26896               0.107429              
14.931250             120000                119985                15                    0                     -315.364              0                     8.31211               0.0751164             
14.937500             120000                119987                13                    0                     802.609               0                     8.1528                0.0825699             
14.943750             120000                119987                13                    0                     55.3872               0                     8.26949               0.117038              
14.950000             120000                119988                12                    0                     1146.14               0                     8.12404               0.0850265             
